#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2696 1.6115E-02 1.6115E-02   0.00   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE=13.000 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
 265  0.970424  3.5320  0.4193  3.0870  3.9020  1.0120  0.2268 -2.0848 -3.0642
 266  0.970429  3.5293  0.3822  3.1131  3.8854  1.1411  0.3750 -2.0541 -3.0861
 267  0.970434  3.5266  0.3457  3.1388  3.8731  1.2619  0.4936 -2.0249 -3.1054
 268  0.970439  3.5239  0.3101  3.1637  3.8652  1.3689  0.5776 -1.9999 -3.1231
 269  0.970443  3.5212  0.2748  3.1882  3.8673  1.4546  0.6064 -1.9832 -3.1411
 270  0.970447  3.5183  0.2397  3.2120  3.8745  1.5335  0.6130 -1.9666 -3.1566
 271  0.970451  3.5158  0.2062  3.2352  3.8815  1.5979  0.6017 -1.9550 -3.1731
 272  0.970454  3.5132  0.1732  3.2580  3.8895  1.6561  0.5812 -1.9440 -3.1887
 273  0.970458  3.5107  0.1408  3.2803  3.8968  1.7086  0.5569 -1.9332 -3.2036
 274  0.970462  3.5082  0.1091  3.3020  3.9022  1.7570  0.5464 -1.9198 -3.2175
 275  0.970465  3.5057  0.0780  3.3232  3.8891  1.7936  0.5309 -1.9094 -3.2325
 276  0.970468  3.5033  0.0478  3.3437  3.8778  1.8265  0.5177 -1.8994 -3.2473
 277  0.970471  3.5010  0.0183  3.3638  3.8054  1.8318  0.4839 -1.8971 -3.2642
 278  0.970473  3.4987 -0.0099  3.3829  3.8360  1.8769  0.4889 -1.8808 -3.2755
 279  0.970473  3.4968 -0.0338  3.3991  3.8667  1.9174  0.4964 -1.8658 -3.2848
