#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2452 1.2534E-04 1.2534E-04  -2.20   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE=13.000 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
  34  0.355498  3.6262  4.9768 -1.5303 12.0339  9.8618  8.8143  8.3971  8.1600
  35  0.357483  3.6266  4.9750 -1.5246 12.0116  9.8440  8.7989  8.3825  8.1461
  36  0.359436  3.6269  4.9731 -1.5190 11.9899  9.8266  8.7836  8.3682  8.1323
  37  0.361712  3.6272  4.9711 -1.5130 11.9681  9.8087  8.7675  8.3529  8.1175
  38  0.365586  3.6276  4.9680 -1.5039 11.9377  9.7826  8.7436  8.3297  8.0949
  39  0.374128  3.6291  4.9565 -1.4761 11.8345  9.6969  8.6683  8.2584  8.0261
  40  0.398982  3.6344  4.9308 -1.4009 11.5323  9.4526  8.4596  8.0638  7.8407
  41  0.409874  3.6368  4.9171 -1.3658 11.3939  9.3399  8.3625  7.9731  7.7543
  42  0.419942  3.6395  4.9046 -1.3321 11.2559  9.2295  8.2684  7.8860  7.6717
  43  0.433573  3.6436  4.8882 -1.2855 11.0586  9.0748  8.1374  7.7651  7.5578
  44  0.443349  3.6469  4.8768 -1.2513 10.9080  8.9603  8.0411  7.6766  7.4747
  45  0.459065  3.6522  4.8564 -1.1946 10.6586  8.7716  7.8819  7.5302  7.3370
  46  0.468398  3.6559  4.8444 -1.1592 10.4944  8.6512  7.7816  7.4386  7.2515
  47  0.478298  3.6601  4.8320 -1.1205 10.3116  8.5189  7.6722  7.3392  7.1590
  48  0.485068  3.6631  4.8230 -1.0936 10.1845  8.4273  7.5963  7.2702  7.0948
  49  0.494408  3.6678  4.8124 -1.0557  9.9953  8.2943  7.4883  7.1731  7.0052
  50  0.505816  3.6743  4.8004 -1.0078  9.7471  8.1241  7.3513  7.0508  6.8931
  51  0.514670  3.6793  4.7908 -0.9708  9.5571  7.9947  7.2469  6.9572  6.8073
  52  0.519040  3.6818  4.7859 -0.9522  9.4625  7.9303  7.1949  6.9107  6.7645
  53  0.523217  3.6842  4.7812 -0.9343  9.3717  7.8686  7.1449  6.8659  6.7234
  54  0.527340  3.6867  4.7765 -0.9164  9.2816  7.8072  7.0953  6.8215  6.6827
  55  0.531500  3.6891  4.7718 -0.8984  9.1922  7.7459  7.0456  6.7770  6.6417
  56  0.535742  3.6917  4.7670 -0.8799  9.1005  7.6832  6.9949  6.7315  6.5999
  57  0.540100  3.6943  4.7621 -0.8610  9.0075  7.6189  6.9428  6.6850  6.5574
  58  0.544566  3.6971  4.7572 -0.8415  8.9120  7.5527  6.8894  6.6374  6.5139
  59  0.549131  3.6999  4.7521 -0.8216  8.8146  7.4856  6.8352  6.5891  6.4696
  60  0.553727  3.7028  4.7470 -0.8014  8.7169  7.4184  6.7809  6.5404  6.4249
  61  0.558299  3.7056  4.7419 -0.7813  8.6200  7.3520  6.7270  6.4921  6.3804
  62  0.562831  3.7084  4.7368 -0.7613  8.5246  7.2862  6.6737  6.4442  6.3364
  63  0.567308  3.7113  4.7317 -0.7414  8.4312  7.2212  6.6210  6.3969  6.2930
  64  0.571730  3.7141  4.7267 -0.7217  8.3399  7.1572  6.5691  6.3503  6.2501
  65  0.576090  3.7169  4.7217 -0.7022  8.2508  7.0942  6.5180  6.3045  6.2080
  66  0.580388  3.7196  4.7165 -0.6829  8.1642  7.0325  6.4678  6.2594  6.1665
  67  0.584618  3.7224  4.7115 -0.6639  8.0802  6.9720  6.4186  6.2150  6.1256
  68  0.588778  3.7250  4.7063 -0.6451  7.9989  6.9131  6.3702  6.1714  6.0853
  69  0.592876  3.7276  4.7012 -0.6266  7.9202  6.8553  6.3228  6.1284  6.0457
  70  0.596908  3.7301  4.6960 -0.6083  7.8440  6.7989  6.2762  6.0862  6.0066
  71  0.600874  3.7326  4.6908 -0.5903  7.7701  6.7436  6.2303  6.0447  5.9682
  72  0.604773  3.7350  4.6856 -0.5725  7.6981  6.6891  6.1853  6.0039  5.9304
  73  0.608606  3.7374  4.6803 -0.5550  7.6280  6.6356  6.1409  5.9636  5.8931
  74  0.612375  3.7397  4.6749 -0.5376  7.5597  6.5829  6.0972  5.9241  5.8564
  75  0.616074  3.7420  4.6696 -0.5206  7.4932  6.5313  6.0542  5.8851  5.8203
  76  0.619708  3.7443  4.6642 -0.5037  7.4286  6.4807  6.0120  5.8467  5.7847
  77  0.623278  3.7464  4.6588 -0.4870  7.3659  6.4310  5.9704  5.8088  5.7495
  78  0.626781  3.7486  4.6533 -0.4706  7.3053  6.3826  5.9295  5.7715  5.7146
  79  0.630215  3.7506  4.6479 -0.4544  7.2466  6.3352  5.8893  5.7346  5.6802
  80  0.633584  3.7527  4.6424 -0.4385  7.1895  6.2886  5.8498  5.6984  5.6464
  81  0.636885  3.7547  4.6369 -0.4228  7.1337  6.2429  5.8109  5.6628  5.6131
  82  0.641654  3.7575  4.6288 -0.4000  7.0526  6.1764  5.7548  5.6116  5.5654
  83  0.646401  3.7604  4.6205 -0.3772  6.9714  6.1094  5.6988  5.5609  5.5182
  84  0.651118  3.7632  4.6120 -0.3543  6.8916  6.0430  5.6429  5.5099  5.4709
  85  0.655797  3.7659  4.6033 -0.3315  6.8143  5.9773  5.5868  5.4586  5.4228
  86  0.660427  3.7687  4.5944 -0.3085  6.7391  5.9124  5.5308  5.4069  5.3743
  87  0.665005  3.7714  4.5853 -0.2857  6.6653  5.8477  5.4748  5.3550  5.3256
  88  0.669532  3.7740  4.5760 -0.2627  6.5925  5.7832  5.4188  5.3032  5.2768
  89  0.674006  3.7767  4.5665 -0.2398  6.5203  5.7189  5.3629  5.2514  5.2280
  90  0.678425  3.7793  4.5568 -0.2167  6.4489  5.6546  5.3068  5.1994  5.1790
  91  0.682786  3.7819  4.5468 -0.1937  6.3780  5.5904  5.2508  5.1474  5.1300
  92  0.687088  3.7844  4.5366 -0.1705  6.3078  5.5262  5.1946  5.0952  5.0807
  93  0.691328  3.7869  4.5260 -0.1473  6.2384  5.4619  5.1382  5.0427  5.0312
  94  0.695501  3.7894  4.5151 -0.1240  6.1701  5.3975  5.0815  4.9899  4.9811
  95  0.699607  3.7918  4.5039 -0.1005  6.1025  5.3331  5.0244  4.9365  4.9306
  96  0.703634  3.7941  4.4922 -0.0770  6.0357  5.2687  4.9671  4.8828  4.8797
  97  0.707569  3.7964  4.4802 -0.0535  5.9694  5.2044  4.9097  4.8290  4.8285
  98  0.711406  3.7986  4.4678 -0.0300  5.9031  5.1402  4.8527  4.7755  4.7777
  99  0.715139  3.8007  4.4551 -0.0064  5.8372  5.0762  4.7959  4.7222  4.7270
 100  0.718764  3.8028  4.4420  0.0171  5.7719  5.0125  4.7394  4.6693  4.6765
 101  0.722279  3.8048  4.4285  0.0404  5.7079  4.9491  4.6828  4.6160  4.6256
 102  0.725683  3.8066  4.4147  0.0638  5.6454  4.8862  4.6261  4.5623  4.5742
 103  0.728975  3.8083  4.4005  0.0870  5.5841  4.8238  4.5692  4.5083  4.5224
 104  0.732155  3.8100  4.3859  0.1101  5.5242  4.7620  4.5122  4.4540  4.4701
 105  0.735225  3.8116  4.3710  0.1331  5.4651  4.7007  4.4555  4.3997  4.4177
 106  0.738189  3.8131  4.3557  0.1559  5.4068  4.6400  4.3990  4.3455  4.3652
 107  0.741047  3.8144  4.3400  0.1785  5.3494  4.5799  4.3428  4.2915  4.3129
 108  0.743807  3.8156  4.3241  0.2010  5.2927  4.5202  4.2871  4.2378  4.2606
 109  0.746472  3.8167  4.3079  0.2234  5.2367  4.4612  4.2318  4.1844  4.2087
 110  0.749050  3.8178  4.2913  0.2455  5.1817  4.4027  4.1769  4.1313  4.1570
 111  0.751545  3.8187  4.2744  0.2676  5.1273  4.3448  4.1223  4.0785  4.1053
 112  0.752228  3.8189  4.2697  0.2737  5.1123  4.3288  4.1072  4.0638  4.0909
 113  0.752908  3.8192  4.2648  0.2799  5.0970  4.3125  4.0919  4.0488  4.0763
 114  0.753587  3.8194  4.2600  0.2861  5.0820  4.2964  4.0766  4.0340  4.0618
 115  0.754261  3.8196  4.2551  0.2923  5.0666  4.2800  4.0612  4.0190  4.0471
 116  0.754932  3.8199  4.2502  0.2987  5.0509  4.2632  4.0453  4.0037  4.0321
 117  0.755600  3.8201  4.2452  0.3050  5.0354  4.2465  4.0297  3.9885  4.0172
 118  0.756263  3.8205  4.2404  0.3115  5.0194  4.2295  4.0137  3.9730  4.0022
 119  0.756924  3.8208  4.2355  0.3180  5.0034  4.2122  3.9975  3.9575  3.9871
 120  0.757581  3.8211  4.2306  0.3246  4.9871  4.1947  3.9813  3.9419  3.9719
 121  0.758233  3.8215  4.2257  0.3312  4.9709  4.1772  3.9650  3.9262  3.9566
 122  0.758880  3.8219  4.2209  0.3380  4.9541  4.1592  3.9483  3.9101  3.9411
 123  0.759524  3.8222  4.2159  0.3448  4.9375  4.1412  3.9315  3.8940  3.9254
 124  0.760164  3.8225  4.2108  0.3516  4.9206  4.1229  3.9145  3.8776  3.9095
 125  0.760798  3.8229  4.2055  0.3586  4.9037  4.1046  3.8973  3.8610  3.8933
 126  0.761428  3.8232  4.2000  0.3656  4.8865  4.0861  3.8799  3.8442  3.8768
 127  0.762052  3.8234  4.1943  0.3726  4.8694  4.0675  3.8622  3.8270  3.8600
 128  0.762672  3.8236  4.1884  0.3798  4.8520  4.0488  3.8444  3.8096  3.8429
 129  0.763287  3.8238  4.1823  0.3870  4.8345  4.0300  3.8263  3.7918  3.8254
 130  0.763896  3.8240  4.1758  0.3944  4.8169  4.0111  3.8080  3.7738  3.8076
 131  0.764499  3.8240  4.1691  0.4018  4.7992  3.9921  3.7894  3.7555  3.7894
 132  0.765097  3.8241  4.1621  0.4092  4.7813  3.9730  3.7707  3.7369  3.7709
 133  0.765688  3.8241  4.1550  0.4167  4.7633  3.9538  3.7518  3.7181  3.7521
 134  0.766275  3.8240  4.1477  0.4243  4.7453  3.9345  3.7327  3.6991  3.7331
 135  0.766855  3.8240  4.1402  0.4320  4.7271  3.9151  3.7134  3.6799  3.7139
 136  0.767428  3.8239  4.1323  0.4397  4.7087  3.8956  3.6939  3.6603  3.6943
 137  0.767995  3.8238  4.1243  0.4475  4.6903  3.8760  3.6742  3.6405  3.6743
 138  0.768554  3.8236  4.1160  0.4554  4.6718  3.8564  3.6543  3.6205  3.6540
 139  0.769106  3.8234  4.1074  0.4633  4.6532  3.8367  3.6342  3.6001  3.6333
 140  0.769650  3.8231  4.0985  0.4714  4.6343  3.8169  3.6139  3.5794  3.6123
 141  0.770186  3.8227  4.0893  0.4794  4.6155  3.7971  3.5933  3.5584  3.5910
 142  0.770713  3.8223  4.0798  0.4876  4.5966  3.7773  3.5726  3.5371  3.5692
 143  0.771231  3.8219  4.0700  0.4958  4.5774  3.7573  3.5514  3.5153  3.5468
 144  0.771740  3.8213  4.0599  0.5041  4.5581  3.7374  3.5300  3.4931  3.5240
 145  0.772239  3.8207  4.0494  0.5124  4.5387  3.7175  3.5084  3.4705  3.5006
 146  0.772727  3.8200  4.0385  0.5209  4.5191  3.6976  3.4863  3.4475  3.4768
 147  0.773205  3.8192  4.0272  0.5294  4.4995  3.6778  3.4641  3.4240  3.4524
 148  0.773671  3.8184  4.0154  0.5379  4.4798  3.6580  3.4416  3.4001  3.4274
 149  0.774126  3.8174  4.0034  0.5466  4.4601  3.6382  3.4187  3.3758  3.4019
 150  0.774567  3.8164  3.9907  0.5552  4.4405  3.6187  3.3958  3.3511  3.3759
 151  0.774997  3.8152  3.9775  0.5640  4.4211  3.5993  3.3728  3.3262  3.3497
 152  0.775413  3.8139  3.9638  0.5727  4.4023  3.5799  3.3500  3.3016  3.3235
 153  0.775817  3.8125  3.9495  0.5816  4.3838  3.5608  3.3273  3.2768  3.2970
 154  0.776206  3.8109  3.9347  0.5904  4.3657  3.5419  3.3046  3.2518  3.2702
 155  0.776582  3.8093  3.9194  0.5993  4.3480  3.5232  3.2817  3.2266  3.2431
 156  0.776944  3.8075  3.9035  0.6082  4.3305  3.5048  3.2588  3.2010  3.2154
 157  0.777291  3.8056  3.8870  0.6171  4.3132  3.4868  3.2357  3.1751  3.1872
 158  0.777626  3.8035  3.8700  0.6260  4.2963  3.4691  3.2126  3.1489  3.1586
 159  0.777948  3.8012  3.8524  0.6350  4.2799  3.4518  3.1895  3.1226  3.1296
 160  0.778255  3.7990  3.8343  0.6439  4.2641  3.4349  3.1664  3.0961  3.1003
 161  0.778551  3.7964  3.8155  0.6529  4.2491  3.4185  3.1433  3.0693  3.0706
 162  0.778775  3.7943  3.8000  0.6599  4.2384  3.4063  3.1252  3.0480  3.0466
 163  0.778996  3.7919  3.7835  0.6670  4.2286  3.3947  3.1066  3.0255  3.0214
 164  0.779215  3.7893  3.7660  0.6741  4.2197  3.3836  3.0874  3.0022  2.9949
 165  0.779430  3.7866  3.7480  0.6815  4.2114  3.3724  3.0679  2.9784  2.9678
 166  0.779644  3.7838  3.7293  0.6890  4.2037  3.3614  3.0481  2.9542  2.9403
 167  0.779854  3.7808  3.7101  0.6966  4.1970  3.3505  3.0281  2.9296  2.9121
 168  0.780061  3.7776  3.6897  0.7041  4.1930  3.3405  3.0080  2.9042  2.8829
 169  0.780264  3.7743  3.6689  0.7119  4.1898  3.3306  2.9877  2.8786  2.8535
 170  0.780464  3.7711  3.6483  0.7199  4.1860  3.3201  2.9672  2.8532  2.8242
 171  0.780662  3.7681  3.6282  0.7280  4.1815  3.3087  2.9463  2.8275  2.7949
 172  0.780857  3.7654  3.6088  0.7365  4.1756  3.2959  2.9249  2.8017  2.7657
 173  0.781047  3.7627  3.5898  0.7452  4.1682  3.2819  2.9029  2.7756  2.7366
 174  0.781230  3.7604  3.5713  0.7543  4.1598  3.2666  2.8802  2.7492  2.7074
 175  0.781406  3.7582  3.5531  0.7637  4.1500  3.2500  2.8568  2.7224  2.6779
 176  0.781575  3.7561  3.5353  0.7734  4.1387  3.2321  2.8327  2.6952  2.6482
 177  0.781736  3.7543  3.5180  0.7834  4.1262  3.2132  2.8079  2.6674  2.6183
 178  0.781891  3.7526  3.5011  0.7936  4.1124  3.1931  2.7824  2.6392  2.5881
 179  0.782039  3.7510  3.4845  0.8041  4.0980  3.1724  2.7565  2.6107  2.5576
 180  0.782182  3.7496  3.4684  0.8147  4.0829  3.1511  2.7298  2.5815  2.5267
 181  0.782321  3.7484  3.4526  0.8254  4.0667  3.1292  2.7029  2.5523  2.4958
 182  0.782473  3.7470  3.4351  0.8377  4.0470  3.1033  2.6721  2.5191  2.4609
 183  0.782624  3.7458  3.4178  0.8503  4.0258  3.0763  2.6406  2.4855  2.4257
 184  0.782772  3.7447  3.4006  0.8632  4.0031  3.0483  2.6085  2.4514  2.3902
 185  0.782920  3.7437  3.3836  0.8763  3.9788  3.0192  2.5759  2.4170  2.3546
 186  0.783067  3.7428  3.3667  0.8896  3.9537  2.9895  2.5429  2.3825  2.3189
 187  0.783212  3.7419  3.3499  0.9030  3.9275  2.9590  2.5096  2.3478  2.2832
 188  0.783357  3.7411  3.3332  0.9166  3.9005  2.9280  2.4759  2.3128  2.2472
 189  0.783500  3.7404  3.3166  0.9303  3.8728  2.8965  2.4421  2.2778  2.2113
 190  0.783644  3.7397  3.3002  0.9440  3.8446  2.8646  2.4080  2.2426  2.1753
 191  0.783787  3.7390  3.2838  0.9578  3.8157  2.8323  2.3737  2.2073  2.1391
 192  0.783929  3.7384  3.2675  0.9717  3.7864  2.7998  2.3392  2.1719  2.1031
 193  0.784070  3.7378  3.2514  0.9856  3.7569  2.7670  2.3047  2.1365  2.0669
 194  0.784212  3.7373  3.2352  0.9996  3.7270  2.7340  2.2700  2.1011  2.0307
 195  0.784354  3.7368  3.2192  1.0136  3.6968  2.7008  2.2353  2.0655  1.9946
 196  0.784495  3.7362  3.2032  1.0277  3.6664  2.6674  2.2005  2.0299  1.9583
 197  0.784636  3.7357  3.1872  1.0418  3.6355  2.6338  2.1653  1.9940  1.9219
 198  0.784776  3.7353  3.1711  1.0560  3.6045  2.5999  2.1301  1.9581  1.8853
 199  0.784915  3.7348  3.1550  1.0704  3.5731  2.5657  2.0945  1.9218  1.8486
 200  0.785055  3.7344  3.1389  1.0848  3.5415  2.5313  2.0589  1.8855  1.8117
 201  0.785193  3.7340  3.1228  1.0992  3.5095  2.4966  2.0230  1.8490  1.7747
 202  0.785330  3.7335  3.1066  1.1138  3.4771  2.4616  1.9868  1.8122  1.7373
 203  0.785466  3.7331  3.0902  1.1286  3.4442  2.4260  1.9500  1.7748  1.6994
 204  0.785597  3.7327  3.0733  1.1439  3.4103  2.3893  1.9121  1.7364  1.6604
 205  0.785726  3.7323  3.0562  1.1594  3.3759  2.3520  1.8736  1.6973  1.6208
 206  0.785852  3.7318  3.0387  1.1752  3.3407  2.3139  1.8343  1.6573  1.5804
 207  0.785975  3.7313  3.0209  1.1913  3.3052  2.2754  1.7945  1.6168  1.5393
 208  0.786096  3.7309  3.0029  1.2076  3.2692  2.2363  1.7541  1.5758  1.4977
 209  0.786215  3.7305  2.9846  1.2241  3.2327  2.1967  1.7131  1.5340  1.4554
 210  0.786328  3.7299  2.9657  1.2410  3.1959  2.1563  1.6711  1.4913  1.4120
 211  0.786439  3.7294  2.9464  1.2582  3.1588  2.1154  1.6285  1.4478  1.3679
 212  0.786547  3.7289  2.9270  1.2756  3.1209  2.0739  1.5852  1.4037  1.3232
 213  0.786651  3.7283  2.9072  1.2933  3.0831  2.0320  1.5414  1.3590  1.2777
 214  0.786753  3.7278  2.8871  1.3111  3.0448  1.9897  1.4971  1.3137  1.2316
 215  0.786851  3.7273  2.8670  1.3292  3.0055  1.9465  1.4521  1.2679  1.1852
 216  0.786947  3.7267  2.8465  1.3475  2.9666  1.9034  1.4069  1.2216  1.1382
 217  0.786968  3.7265  2.8417  1.3516  2.9582  1.8937  1.3966  1.2111  1.1274
 218  0.786989  3.7264  2.8371  1.3557  2.9494  1.8840  1.3864  1.2006  1.1168
 219  0.787010  3.7263  2.8325  1.3599  2.9403  1.8741  1.3760  1.1901  1.1060
 220  0.787031  3.7261  2.8278  1.3641  2.9313  1.8641  1.3656  1.1795  1.0953
 221  0.787052  3.7260  2.8231  1.3683  2.9223  1.8541  1.3552  1.1688  1.0845
 222  0.787072  3.7259  2.8184  1.3726  2.9133  1.8441  1.3447  1.1581  1.0737
 223  0.787093  3.7258  2.8138  1.3767  2.9041  1.8341  1.3342  1.1474  1.0628
 224  0.787113  3.7257  2.8090  1.3810  2.8950  1.8240  1.3237  1.1366  1.0518
 225  0.787134  3.7255  2.8042  1.3853  2.8860  1.8139  1.3130  1.1258  1.0408
 226  0.787154  3.7254  2.7993  1.3896  2.8771  1.8039  1.3024  1.1148  1.0296
 227  0.787347  3.7240  2.7515  1.4321  2.7869  1.7034  1.1968  1.0069  0.9199
 228  0.787524  3.7226  2.7034  1.4747  2.6979  1.6034  1.0914  0.8989  0.8101
 229  0.787684  3.7213  2.6560  1.5167  2.6098  1.5044  0.9871  0.7922  0.7016
 230  0.787836  3.7198  2.6069  1.5603  2.5188  1.4018  0.8792  0.6818  0.5893
 231  0.787977  3.7184  2.5571  1.6043  2.4281  1.2988  0.7704  0.5704  0.4759
 232  0.788102  3.7170  2.5087  1.6470  2.3407  1.1991  0.6652  0.4626  0.3662
 233  0.788219  3.7155  2.4597  1.6901  2.2528  1.0984  0.5586  0.3534  0.2550
 234  0.788323  3.7139  2.4116  1.7322  2.1685  1.0009  0.4551  0.2473  0.1469
 235  0.788424  3.7122  2.3607  1.7762  2.0826  0.8998  0.3470  0.1360  0.0333
 236  0.788514  3.7105  2.3116  1.8187  1.9998  0.8021  0.2424  0.0283 -0.0767
 237  0.788596  3.7089  2.2629  1.8609  1.9193  0.7058  0.1387 -0.0785 -0.1858
 238  0.788673  3.7072  2.2137  1.9035  1.8395  0.6092  0.0340 -0.1865 -0.2962
 239  0.788742  3.7056  2.1655  1.9452  1.7623  0.5150 -0.0683 -0.2924 -0.4044
 240  0.788806  3.7039  2.1169  1.9872  1.6857  0.4207 -0.1714 -0.3990 -0.5135
 241  0.788864  3.7023  2.0695  2.0281  1.6116  0.3291 -0.2717 -0.5028 -0.6197
 242  0.788917  3.7007  2.0233  2.0680  1.5395  0.2400 -0.3692 -0.6038 -0.7231
 243  0.788966  3.6991  1.9777  2.1070  1.4694  0.1534 -0.4644 -0.7024 -0.8242
 244  0.789012  3.6975  1.9341  2.1444  1.4029  0.0707 -0.5553 -0.7968 -0.9209
 245  0.789053  3.6962  1.8976  2.1756  1.3475  0.0016 -0.6312 -0.8755 -1.0016
 246  0.789094  3.6954  1.8739  2.1963  1.3095 -0.0448 -0.6818 -0.9276 -1.0549
 247  0.789133  3.6943  1.8413  2.2244  1.2587 -0.1071 -0.7502 -0.9984 -1.1275
 248  0.789170  3.6924  1.7928  2.2655  1.1893 -0.1959 -0.8494 -1.1017 -1.2338
 249  0.789204  3.6907  1.7476  2.3038  1.1269 -0.2786 -0.9418 -1.1980 -1.3329
 250  0.789235  3.6893  1.7087  2.3369  1.0751 -0.3495 -1.0213 -1.2809 -1.4182
 251  0.789264  3.6880  1.6734  2.3670  1.0288 -0.4142 -1.0940 -1.3566 -1.4959
 252  0.789292  3.6862  1.6279  2.4056  0.9706 -0.4960 -1.1865 -1.4533 -1.5956
 253  0.789317  3.6844  1.5805  2.4458  0.9114 -0.5810 -1.2828 -1.5541 -1.6992
 254  0.789340  3.6827  1.5348  2.4846  0.8562 -0.6624 -1.3756 -1.6513 -1.7993
 255  0.789361  3.6809  1.4893  2.5228  0.8051 -0.7414 -1.4667 -1.7470 -1.8981
 256  0.789385  3.6791  1.4451  2.5600  0.7575 -0.8176 -1.5551 -1.8401 -1.9942
 257  0.789403  3.6773  1.4012  2.5968  0.7135 -0.8917 -1.6423 -1.9323 -2.0894
 258  0.789419  3.6755  1.3582  2.6325  0.6731 -0.9628 -1.7268 -2.0219 -2.1821
 259  0.789434  3.6738  1.3161  2.6676  0.6352 -1.0318 -1.8096 -2.1098 -2.2732
 260  0.789448  3.6721  1.2748  2.7019  0.6000 -1.0984 -1.8901 -2.1955 -2.3621
 261  0.789461  3.6703  1.2345  2.7355  0.5673 -1.1630 -1.9684 -2.2791 -2.4488
 262  0.789473  3.6686  1.1945  2.7687  0.5367 -1.2262 -2.0457 -2.3617 -2.5348
 263  0.789484  3.6670  1.1556  2.8009  0.5085 -1.2870 -2.1204 -2.4416 -2.6179
 264  0.789494  3.6653  1.1172  2.8327  0.4822 -1.3463 -2.1937 -2.5203 -2.6998
 265  0.789504  3.6637  1.0797  2.8638  0.4579 -1.4037 -2.2652 -2.5972 -2.7798
 266  0.789513  3.6621  1.0428  2.8943  0.4358 -1.4593 -2.3349 -2.6723 -2.8582
 267  0.789521  3.6605  1.0067  2.9240  0.4167 -1.5124 -2.4023 -2.7452 -2.9343
 268  0.789529  3.6588  0.9708  2.9534  0.4001 -1.5641 -2.4686 -2.8171 -3.0096
 269  0.789536  3.6573  0.9357  2.9820  0.3860 -1.6135 -2.5327 -2.8868 -3.0829
 270  0.789543  3.6556  0.9008  3.0102  0.3750 -1.6609 -2.5954 -2.9555 -3.1551
 271  0.789550  3.6539  0.8667  3.0379  0.3665 -1.7064 -2.6563 -3.0223 -3.2255
 272  0.789555  3.6523  0.8334  3.0648  0.3598 -1.7501 -2.7155 -3.0874 -3.2942
 273  0.789561  3.6508  0.8006  3.0913  0.3549 -1.7922 -2.7733 -3.1514 -3.3618
 274  0.789567  3.6492  0.7683  3.1174  0.3513 -1.8331 -2.8299 -3.2141 -3.4281
 275  0.789571  3.6477  0.7370  3.1426  0.3496 -1.8720 -2.8844 -3.2747 -3.4923
 276  0.789576  3.6462  0.7062  3.1674  0.3489 -1.9096 -2.9377 -3.3341 -3.5553
 277  0.789581  3.6448  0.6763  3.1916  0.3493 -1.9457 -2.9892 -3.3918 -3.6165
 278  0.789585  3.6434  0.6478  3.2147  0.3500 -1.9800 -3.0385 -3.4468 -3.6750
 279  0.789809  3.6423  0.6237  3.2344  0.3493 -2.0099 -3.0807 -3.4940 -3.7250
